File Name,File URL,File Type,Date Created
Case Data _ King County Superior Court Clerk's Office 25-2-17456-5.pdf,https://drive.google.com/file/d/106Mr76VVTQtpAiYhbkksTVnAxQpFw4eD/view?usp=drivesdk,application/pdf,4/24/2026 17:55:48
Full satisfaction of judgment .pdf,https://drive.google.com/file/d/1kzsUiLvEZNmiaJnjaOlLQS3-0TmFGPCR/view?usp=drivesdk,application/pdf,1/10/2026 19:49:06
Filed declaration of restrictive covenant and demand for cessation of unauthorized activities.pdf,https://drive.google.com/file/d/1YSW05oGKp4B6J4vtUiYAkOslRUeJzcZ7/view?usp=drivesdk,application/pdf,12/30/2025 12:59:46
Seattle-Bremerton Majorat Boundaries Filed 12162025.pdf,https://drive.google.com/file/d/18SZrhM5P_ys4Nt7RAhT7egDpDWypQmGu/view?usp=drivesdk,application/pdf,12/16/2025 21:23:46
The Burning Bush and the Majorat Story  Filed 12162025- Google Docs.pdf,https://drive.google.com/file/d/1U26I_cFgeEENutQ3Q-4mdQ3blUaF71yR/view?usp=drivesdk,application/pdf,12/16/2025 20:07:26
Seattle-Bremerton Majorat Docs filed with King County Superior Court 12162025.pdf,https://drive.google.com/file/d/1mPs-i9B6Q8Ow87wt7S2_i3dLW8uxLGGT/view?usp=drivesdk,application/pdf,12/16/2025 19:10:42
Filed Labor Dossier Overlapping Incarceration.pdf,https://drive.google.com/file/d/10WwQKrlgXAc25RBMYVbG9QthK_2_Hjyj/view?usp=drivesdk,application/pdf,9/28/2025 19:51:14
Majorat Analysis Filed 9282025.pdf,https://drive.google.com/file/d/1dj9JjAGCI30bvPFcFbQUG9CS8SUmlIQg/view?usp=drivesdk,application/pdf,10/1/2025 1:36:26
Findings of Fact and Conclusions of Law (2) (1).pdf,https://drive.google.com/file/d/1X603CHFWTLOex9jGjdBZ5VyiOplC75_d/view?usp=drivesdk,application/pdf,9/22/2025 15:55:09
lozenich order.pdf,https://drive.google.com/file/d/1z3JhpaP2xrRKmYf_S8fs3C3ohClUqQ5I/view?usp=drivesdk,application/pdf,9/20/2025 20:15:00
Legal Analysis for Tenant Shane Lozenich- Eviction Narrative.pdf,https://drive.google.com/file/d/1Eu3qwWEDOKdY1oPf3AZnqfBRYyRVqGi0/view?usp=drivesdk,application/pdf,9/20/2025 10:49:55
Legal Analysis for Tenant Shane Lozenich,https://drive.google.com/file/d/1V3cK1oDJGDW2L3et3uahXSFODTjGmFbV/view?usp=drivesdk,application/pdf,9/20/2025 8:20:47
Assessing Compliance with Washington State and Seattle Municipal Eviction Laws_ A Case Study of 621 S Jackson St - Google Docs.pdf,https://drive.google.com/file/d/1TsjDBzqLLUuepz7lwYqhS20aePA94GLI/view?usp=drivesdk,application/pdf,9/20/2025 4:39:37
e-services filed 08052025 (2).pdf,https://drive.google.com/file/d/1EXa2EZwEJdqope3HjzXhWTFuk4_rlSAy/view?usp=drivesdk,application/pdf,8/17/2025 0:07:04
2025.08.12 Notice of Rent Increase - Lozenich (1).pdf,https://drive.google.com/file/d/1VUbE6GrRxb7jz8NKnjspT5ujGuUZnabR/view?usp=drivesdk,application/pdf,8/17/2025 0:07:03
Gmail - Re_ #47701.0018 - Case #25-2-17456-5SEA _ Shane Lozenich.pdf,https://drive.google.com/file/d/1v7951aBBj-brieg2bPq0HgOuG-YN4wZu/view?usp=drivesdk,application/pdf,8/17/2025 0:07:01
2025.08.12 Updated Ledger - Lozenich.pdf,https://drive.google.com/file/d/1k8sBX7tfMwwzgppHI-IP24fMn5Dwoqu_/view?usp=drivesdk,application/pdf,8/12/2025 10:34:09
Gmail - REVISED__Response to Eviction Notice _ 25-2-17456-5SEA.pdf,https://drive.google.com/file/d/1tTqGdD10FyEwMr8CuM-0cDezb86K8f7i/view?usp=drivesdk,application/pdf,8/5/2025 17:55:41
Emails sent to building manager Case #25-2-17456-5SEA.pdf,https://drive.google.com/file/d/1frpSbPSK-z6iVW9eu5Ct9EiTCCGhX0Qy/view?usp=drivesdk,application/pdf,8/5/2025 17:51:20
All Court Docs SCIDpda .pdf,https://drive.google.com/file/d/1duJuKbogSZa4WQS4EPjc8n8-TFMbMYNx/view?usp=drivesdk,application/pdf,7/25/2025 14:51:24
Gmail - Notice of E-Service 25-2-17456-5 (1).pdf,https://drive.google.com/file/d/1Txz9p09yWaO-3Ot0Ol9qBxVPAA4PzxiS/view?usp=drivesdk,application/pdf,8/5/2025 17:56:32
